"Timestamp","Who is your oshi(s)?","Gender","Age","Time zone","Are you native/fluent in English?"
"2023/05/27 12:46:56 PM MDT","Vox Akuma;Doppio Dropscythe;Hex Haywire","Female","20","UTC -5","Yes"
"2023/05/27 6:25:23 PM MDT","Ike Eveland;Uki Violeta;Kyo Kaneko;Doppio Dropscythe;Ver Vermillion","Female","22","UTC -4","Yes"
"2023/05/28 10:15:20 AM MDT","Shu Yamino;Uki Violeta;Fulgur Ovid;Aster Arcadia;Ren Zotto;Doppio Dropscythe","Non-binary","22","UTC +0","Yes"
"2023/05/28 12:47:47 PM MDT","Millie Parfait;Enna Alouette;Luca Kaneshiro;Uki Violeta;Alban Knox;Kyo Kaneko;Scarle Yonaguni;Doppio Dropscythe;Meloco Kyoran","bigender","28","","Yes"
"2023/05/28 1:56:08 PM MDT","Enna Alouette;Fulgur Ovid","Female","22","UTC +7","Yes"
"2023/05/28 3:16:33 PM MDT","Pomu Rainpuff;Millie Parfait;Uki Violeta;Fulgur Ovid;Aia Amare;Doppio Dropscythe;Ver Vermillion","Female","28","UTC -5","Yes"
"2023/05/28 9:41:17 PM MDT","Nina Kosaka;Enna Alouette;Ike Eveland;Fulgur Ovid;Kyo Kaneko","Prefer not to answer","","UTC -7","Yes"
"2023/05/30 2:27:00 AM MDT","Pomu Rainpuff;Elira Pendora;Luca Kaneshiro;Maria Marionette;Doppio Dropscythe;Kotoka Torahime","Non-binary","17","UTC -7","Yes"
"2023/05/30 10:31:43 AM MDT","Enna Alouette;Ike Eveland;Mysta Rias;Doppio Dropscythe","Female","30","UTC +9","No"
"2023/05/30 11:51:30 AM MDT","Alban Knox;Doppio Dropscythe","Female","21","UTC +2","Yes"
"2023/05/30 12:30:16 PM MDT","Mysta Rias;Uki Violeta;Doppio Dropscythe","Female","21","UTC +2","Yes"
"2023/05/30 3:09:45 PM MDT","Ike Eveland;Kyo Kaneko;Doppio Dropscythe","Female","19","UTC -4","Yes"
"2023/05/31 12:16:39 PM MDT","Vox Akuma;Fulgur Ovid;Aia Amare;Doppio Dropscythe","Female","21","UTC -6","Yes"
"2023/05/31 4:26:43 PM MDT","Shu Yamino;Doppio Dropscythe;Ver Vermillion","Non-binary","","UTC -5","Yes"
"2023/05/31 4:46:01 PM MDT","Pomu Rainpuff;Selen Tatsuki;Reimu Endou;Vox Akuma;Alban Knox;Fulgur Ovid;Aia Amare","Female","24","UTC -6","Yes"
"2023/06/01 5:33:45 PM MDT","Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Alban Knox;Fulgur Ovid;Kyo Kaneko;Aster Arcadia;Doppio Dropscythe","Non-binary","20","UTC -4","Yes"
"2023/06/02 4:08:01 AM MDT","Elira Pendora;Petra Gurin;Selen Tatsuki;Millie Parfait;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Ver Vermillion","Female","18","UTC +8","Yes"
"2023/06/02 2:18:31 PM MDT","Luca Kaneshiro;Ike Eveland;Mysta Rias;Uki Violeta;Kyo Kaneko;Aster Arcadia;Ren Zotto","Demigirl","24","UTC +2","Yes"
"2023/06/02 4:37:35 PM MDT","Elira Pendora;Petra Gurin;Selen Tatsuki;Millie Parfait;Enna Alouette;Reimu Endou;Luca Kaneshiro;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Kyo Kaneko;Ren Zotto;Doppio Dropscythe;Meloco Kyoran;Ver Vermillion","Non-binary","18","UTC -5","Yes"
"2023/06/03 12:18:48 AM MDT","Selen Tatsuki;Luca Kaneshiro;Doppio Dropscythe","Female","19","UTC +7","Yes"
"2023/06/03 8:12:38 AM MDT","Nina Kosaka;Shu Yamino;Uki Violeta;Alban Knox;Aster Arcadia;Doppio Dropscythe","Female","19","UTC -5","Yes"
"2023/06/04 12:44:09 PM MDT","Elira Pendora;Doppio Dropscythe","Non-binary","18","UTC -4","Yes"
"2023/06/06 11:19:52 AM MDT","Elira Pendora;Enna Alouette;Shu Yamino;Fulgur Ovid;Doppio Dropscythe;Ver Vermillion","Female","30","UTC +8","Yes"
"2023/06/06 8:37:31 PM MDT","Petra Gurin;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Doppio Dropscythe","Female","25","UTC +9","No"
"2023/06/07 3:54:20 PM MDT","Pomu Rainpuff;Rosemi Lovelock","Male","","UTC -5","Yes"
"2023/06/07 4:19:44 PM MDT","Pomu Rainpuff;Elira Pendora;Finana Ryugu;Selen Tatsuki;Millie Parfait;Aia Amare","Male","19","UTC -8","Yes"
"2023/06/07 5:13:08 PM MDT","Rosemi Lovelock;Ike Eveland;Kyo Kaneko","Male","21","UTC +4","Yes"
"2023/06/07 7:32:07 PM MDT","Pomu Rainpuff;Elira Pendora;Rosemi Lovelock;Selen Tatsuki","","","","Yes"
"2023/06/07 9:26:21 PM MDT","Pomu Rainpuff;Elira Pendora;Finana Ryugu;Rosemi Lovelock;Petra Gurin;Selen Tatsuki;Nina Kosaka;Millie Parfait;Enna Alouette;Reimu Endou;Ike Eveland;Mysta Rias;Vox Akuma;Fulgur Ovid;Doppio Dropscythe","Male","26","UTC +8","Yes"
"2023/06/07 10:13:23 PM MDT","Pomu Rainpuff;Elira Pendora;Finana Ryugu;Rosemi Lovelock;Petra Gurin;Selen Tatsuki","Female","19","UTC -4","Yes"
"2023/06/08 12:23:06 AM MDT","Shu Yamino;Sonny Brisko;Kyo Kaneko;Ren Zotto","Female","17","UTC +10","Yes"
"2023/06/08 2:20:09 AM MDT","Elira Pendora;Sonny Brisko","Female","","","Yes"
"2023/06/08 4:09:21 AM MDT","Fulgur Ovid","Female","26","UTC +1","Yes"
"2023/06/08 5:49:28 AM MDT","Luca Kaneshiro;Vox Akuma;Fulgur Ovid;Doppio Dropscythe","Non-binary","32","UTC +0","Yes"
"2023/06/08 6:22:10 AM MDT","Reimu Endou;Shu Yamino;Vox Akuma;Kyo Kaneko;Aia Amare;Scarle Yonaguni;Ren Zotto;Doppio Dropscythe","Female","21","UTC -5","Yes"
"2023/06/08 10:26:47 AM MDT","Elira Pendora;Selen Tatsuki;Millie Parfait;Mysta Rias;Uki Violeta;Kyo Kaneko","Non-binary","23","UTC -4","Yes"
"2023/06/08 3:29:03 PM MDT","Elira Pendora;Millie Parfait;Enna Alouette;Shu Yamino;Mysta Rias;Doppio Dropscythe","Female","19","UTC +2","Yes"
"2023/06/08 8:06:10 PM MDT","Reimu Endou;Alban Knox;Fulgur Ovid;Maria Marionette;Aia Amare;Meloco Kyoran;Ver Vermillion","Female","19","UTC -5","Yes"
"2023/06/09 6:13:28 PM MDT","Pomu Rainpuff;Shu Yamino;Mysta Rias;Alban Knox;Doppio Dropscythe","Non-binary","20","UTC -5","Yes"
"2023/06/11 6:05:38 PM MDT","Rosemi Lovelock;Luca Kaneshiro;Doppio Dropscythe","Female","17","UTC +1","Yes"
"2023/06/12 4:29:47 AM MDT","Ike Eveland","Female","21","UTC +8","Yes"
"2023/06/13 6:14:23 PM MDT","Pomu Rainpuff;Petra Gurin;Millie Parfait;Enna Alouette","Female","15","UTC -5","Yes"
"2023/06/13 7:29:54 PM MDT","Luca Kaneshiro","Female","24","UTC +3","Yes"
"2023/06/14 5:09:07 AM MDT","Fulgur Ovid;Doppio Dropscythe;Ver Vermillion","Female","19","UTC +8","Yes"
"2023/06/14 5:26:21 AM MDT","Millie Parfait;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe","Non-binary","19","UTC +8","Yes"
"2023/06/14 11:36:41 AM MDT","Pomu Rainpuff;Elira Pendora;Selen Tatsuki;Nina Kosaka;Enna Alouette;Reimu Endou","Male","19","UTC +2","Yes"
"2023/06/14 1:13:06 PM MDT","Pomu Rainpuff;Sonny Brisko;Doppio Dropscythe","Female","27","UTC -7","Yes"
"2023/06/14 5:33:42 PM MDT","Pomu Rainpuff;Elira Pendora;Shu Yamino;Vox Akuma;Uki Violeta;Doppio Dropscythe","Male","21","UTC -8","Yes"
"2023/06/14 6:24:57 PM MDT","Luca Kaneshiro;Uki Violeta;Doppio Dropscythe","Female","17","UTC +1","Yes"
"2023/06/15 11:51:27 PM MDT","Selen Tatsuki;Sonny Brisko;Kotoka Torahime","Non-binary","26","UTC +8","Yes"
"2023/06/15 11:54:59 PM MDT","Elira Pendora;Finana Ryugu;Rosemi Lovelock;Selen Tatsuki;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Uki Violeta;Aia Amare;Aster Arcadia;Ren Zotto;Doppio Dropscythe;Meloco Kyoran;Hex Haywire;Ver Vermillion","Non-binary","20 ","UTC -7","Yes"
"2023/06/16 11:07:13 AM MDT","Luca Kaneshiro;Shu Yamino;Mysta Rias;Sonny Brisko;Maria Marionette;Kyo Kaneko;Doppio Dropscythe","Female","18","UTC +8","Yes"
"2023/06/18 10:36:18 PM MDT","Shu Yamino;Sonny Brisko;Alban Knox;Ren Zotto;Doppio Dropscythe","Female","25","UTC +7","No"
"2023/06/19 11:01:01 AM MDT","Pomu Rainpuff;Millie Parfait;Ike Eveland;Sonny Brisko;Aia Amare;Ren Zotto;Doppio Dropscythe;Meloco Kyoran;Hex Haywire;Kotoka Torahime;Ver Vermillion","Non-binary","","UTC +8","Yes"
